photo_id,photo_url,total_score,useful,useful_text
2156633,http://s0.geograph.org.uk/geophotos/02/15/66/2156633_e45a13ce.jpg,-0.6,-1,no
2157514,http://s0.geograph.org.uk/geophotos/02/15/75/2157514_528d30a6.jpg,-0.4,-1,no
2166273,http://s0.geograph.org.uk/geophotos/02/16/62/2166273_f57063c7.jpg,1,1,yes
2167594,http://s0.geograph.org.uk/geophotos/02/16/75/2167594_d2d9d9cc.jpg,1,1,yes
2172656,http://s0.geograph.org.uk/geophotos/02/17/26/2172656_c2db16c2.jpg,1,1,yes
2172986,http://s0.geograph.org.uk/geophotos/02/17/29/2172986_9b1f262c.jpg,1,1,yes
2176691,http://s0.geograph.org.uk/geophotos/02/17/66/2176691_0f71e40d.jpg,-0.4,-1,no
2179994,http://s0.geograph.org.uk/geophotos/02/17/99/2179994_e9874da7.jpg,1,1,yes
2188611,http://s0.geograph.org.uk/geophotos/02/18/86/2188611_cf19fc35.jpg,0.2,0,maybe
2192000,http://s0.geograph.org.uk/geophotos/02/19/20/2192000_0787d67a.jpg,1,1,yes
2192417,http://s0.geograph.org.uk/geophotos/02/19/24/2192417_7196e070.jpg,1,1,yes
2193410,http://s0.geograph.org.uk/geophotos/02/19/34/2193410_e8325545.jpg,0.4,1,yes
2193430,http://s0.geograph.org.uk/geophotos/02/19/34/2193430_5cbff07d.jpg,-0.2,0,maybe
2194105,http://s0.geograph.org.uk/geophotos/02/19/41/2194105_3feee115.jpg,1,1,yes
2195659,http://s0.geograph.org.uk/geophotos/02/19/56/2195659_2798b703.jpg,0,0,maybe
2197995,http://s0.geograph.org.uk/geophotos/02/19/79/2197995_c7c8bcbe.jpg,-1,-1,no
2200680,http://s0.geograph.org.uk/geophotos/02/20/06/2200680_7948e4fe.jpg,1,1,yes
2200797,http://s0.geograph.org.uk/geophotos/02/20/07/2200797_8fde328c.jpg,0.4,1,yes
2206813,http://s0.geograph.org.uk/geophotos/02/20/68/2206813_643dc44c.jpg,0.2,0,maybe
2209539,http://s0.geograph.org.uk/geophotos/02/20/95/2209539_8e93a057.jpg,1,1,yes
2215233,http://s0.geograph.org.uk/geophotos/02/21/52/2215233_d1dfc380.jpg,-0.2,0,maybe
2215234,http://s0.geograph.org.uk/geophotos/02/21/52/2215234_7c8a24a0.jpg,0.6,1,yes
2221260,http://s0.geograph.org.uk/geophotos/02/22/12/2221260_bc788cb3.jpg,0.6,1,yes
2221684,http://s0.geograph.org.uk/geophotos/02/22/16/2221684_03be6e29.jpg,1,1,yes
2234447,http://s0.geograph.org.uk/geophotos/02/23/44/2234447_17458485.jpg,1,1,yes
2236155,http://s0.geograph.org.uk/geophotos/02/23/61/2236155_c4748bbc.jpg,-0.6,-1,no
2243682,http://s0.geograph.org.uk/geophotos/02/24/36/2243682_2623d837.jpg,1,1,yes
2246836,http://s0.geograph.org.uk/geophotos/02/24/68/2246836_cdc333c7.jpg,1,1,yes
2257377,http://s0.geograph.org.uk/geophotos/02/25/73/2257377_f0eea81d.jpg,1,1,yes
2261383,http://s0.geograph.org.uk/geophotos/02/26/13/2261383_fea4ebbb.jpg,1,1,yes
2264057,http://s0.geograph.org.uk/geophotos/02/26/40/2264057_aa6f7a66.jpg,-0.2,0,maybe
2266427,http://s0.geograph.org.uk/geophotos/02/26/64/2266427_71e3fd1f.jpg,1,1,yes
2266439,http://s0.geograph.org.uk/geophotos/02/26/64/2266439_24960d42.jpg,0.8,1,yes
2278562,http://s0.geograph.org.uk/geophotos/02/27/85/2278562_3f133b9d.jpg,0.6,1,yes
2279621,http://s0.geograph.org.uk/geophotos/02/27/96/2279621_4a5a29e4.jpg,0,0,maybe
2279763,http://s0.geograph.org.uk/geophotos/02/27/97/2279763_3190e998.jpg,0.2,0,maybe
2280068,http://s0.geograph.org.uk/geophotos/02/28/00/2280068_131de58d.jpg,-1,-1,no
2283122,http://s0.geograph.org.uk/geophotos/02/28/31/2283122_083ffbae.jpg,0.2,0,maybe
2284496,http://s0.geograph.org.uk/geophotos/02/28/44/2284496_b37cdc46.jpg,1,1,yes
2296116,http://s0.geograph.org.uk/geophotos/02/29/61/2296116_c36a303c.jpg,0,0,maybe
2298732,http://s0.geograph.org.uk/geophotos/02/29/87/2298732_f76c140f.jpg,0.6,1,yes
2303687,http://s0.geograph.org.uk/geophotos/02/30/36/2303687_8b7ae147.jpg,1,1,yes
2304368,http://s0.geograph.org.uk/geophotos/02/30/43/2304368_8e6f660e.jpg,1,1,yes
2305047,http://s0.geograph.org.uk/geophotos/02/30/50/2305047_797beaf4.jpg,1,1,yes
2305169,http://s0.geograph.org.uk/geophotos/02/30/51/2305169_bb7cb55f.jpg,1,1,yes
2322644,http://s0.geograph.org.uk/geophotos/02/32/26/2322644_004b3593.jpg,0.2,0,maybe
2323066,http://s0.geograph.org.uk/geophotos/02/32/30/2323066_51dc75fa.jpg,1,1,yes
2324684,http://s0.geograph.org.uk/geophotos/02/32/46/2324684_9b214754.jpg,0.2,0,maybe
2327557,http://s0.geograph.org.uk/geophotos/02/32/75/2327557_88d22ebf.jpg,1,1,yes
2327623,http://s0.geograph.org.uk/geophotos/02/32/76/2327623_fe180bca.jpg,1,1,yes
2329682,http://s0.geograph.org.uk/geophotos/02/32/96/2329682_f73ef7fa.jpg,-0.2,0,maybe
2333759,http://s0.geograph.org.uk/geophotos/02/33/37/2333759_0bc81561.jpg,0.8,1,yes
2335101,http://s0.geograph.org.uk/geophotos/02/33/51/2335101_af49d048.jpg,1,1,yes
2338700,http://s0.geograph.org.uk/geophotos/02/33/87/2338700_d5a18742.jpg,-0.6,-1,no
2339006,http://s0.geograph.org.uk/geophotos/02/33/90/2339006_a1e98332.jpg,1,1,yes
2339508,http://s0.geograph.org.uk/geophotos/02/33/95/2339508_40eb711b.jpg,-1,-1,no
2341093,http://s0.geograph.org.uk/geophotos/02/34/10/2341093_156c4b4f.jpg,1,1,yes
2349312,http://s0.geograph.org.uk/geophotos/02/34/93/2349312_ba6588db.jpg,1,1,yes
2352972,http://s0.geograph.org.uk/geophotos/02/35/29/2352972_9bf81720.jpg,1,1,yes
2356024,http://s0.geograph.org.uk/geophotos/02/35/60/2356024_a7caad8c.jpg,1,1,yes
2356476,http://s0.geograph.org.uk/geophotos/02/35/64/2356476_86234989.jpg,0,0,maybe
2369791,http://s0.geograph.org.uk/geophotos/02/36/97/2369791_529e927a.jpg,0,0,maybe
2370560,http://s0.geograph.org.uk/geophotos/02/37/05/2370560_a0bb31c2.jpg,0.8,1,yes
2370570,http://s0.geograph.org.uk/geophotos/02/37/05/2370570_17b2536e.jpg,1,1,yes
2372623,http://s0.geograph.org.uk/geophotos/02/37/26/2372623_45ec20ca.jpg,0.8,1,yes
2372643,http://s0.geograph.org.uk/geophotos/02/37/26/2372643_209c2ef0.jpg,1,1,yes
2374753,http://s0.geograph.org.uk/geophotos/02/37/47/2374753_1b6e1255.jpg,1,1,yes
2374796,http://s0.geograph.org.uk/geophotos/02/37/47/2374796_606dd813.jpg,1,1,yes
2376360,http://s0.geograph.org.uk/geophotos/02/37/63/2376360_300c63ff.jpg,1,1,yes
2381674,http://s0.geograph.org.uk/geophotos/02/38/16/2381674_4e29d82c.jpg,1,1,yes
2392740,http://s0.geograph.org.uk/geophotos/02/39/27/2392740_656438cc.jpg,1,1,yes
2396415,http://s0.geograph.org.uk/geophotos/02/39/64/2396415_a7d10c53.jpg,0.4,1,yes
2396422,http://s0.geograph.org.uk/geophotos/02/39/64/2396422_ba881925.jpg,1,1,yes
2409771,http://s0.geograph.org.uk/geophotos/02/40/97/2409771_a3c7d2b4.jpg,0.6,1,yes
2411304,http://s0.geograph.org.uk/geophotos/02/41/13/2411304_ec96f6e5.jpg,1,1,yes
2417709,http://s0.geograph.org.uk/geophotos/02/41/77/2417709_fd0b5cbc.jpg,1,1,yes
2418755,http://s0.geograph.org.uk/geophotos/02/41/87/2418755_790df0d9.jpg,0.6,1,yes
2426183,http://s0.geograph.org.uk/geophotos/02/42/61/2426183_e513bd89.jpg,1,1,yes
2426625,http://s0.geograph.org.uk/geophotos/02/42/66/2426625_d27496f3.jpg,1,1,yes
2427003,http://s0.geograph.org.uk/geophotos/02/42/70/2427003_b8292894.jpg,-0.6,-1,no
2435189,http://s0.geograph.org.uk/geophotos/02/43/51/2435189_08fb4125.jpg,1,1,yes
2449985,http://s0.geograph.org.uk/geophotos/02/44/99/2449985_516552f5.jpg,0.8,1,yes
2454042,http://s0.geograph.org.uk/geophotos/02/45/40/2454042_58ec476b.jpg,1,1,yes
2460467,http://s0.geograph.org.uk/geophotos/02/46/04/2460467_e872da00.jpg,1,1,yes
2476055,http://s0.geograph.org.uk/geophotos/02/47/60/2476055_c577c05a.jpg,-0.2,0,maybe
2477980,http://s0.geograph.org.uk/geophotos/02/47/79/2477980_318f32f3.jpg,1,1,yes
2484143,http://s0.geograph.org.uk/geophotos/02/48/41/2484143_7e72b757.jpg,1,1,yes
2485879,http://s0.geograph.org.uk/geophotos/02/48/58/2485879_76364134.jpg,1,1,yes
2486113,http://s0.geograph.org.uk/geophotos/02/48/61/2486113_a4ee3299.jpg,1,1,yes
2486156,http://s0.geograph.org.uk/geophotos/02/48/61/2486156_95eeaa14.jpg,0.8,1,yes
2489354,http://s0.geograph.org.uk/geophotos/02/48/93/2489354_088b4f91.jpg,1,1,yes
2489705,http://s0.geograph.org.uk/geophotos/02/48/97/2489705_6de169dc.jpg,0.2,0,maybe
2492325,http://s0.geograph.org.uk/geophotos/02/49/23/2492325_4b69aabc.jpg,1,1,yes
2492676,http://s0.geograph.org.uk/geophotos/02/49/26/2492676_05a6f0f3.jpg,1,1,yes
2496328,http://s0.geograph.org.uk/geophotos/02/49/63/2496328_4711bf0f.jpg,1,1,yes
2497082,http://s0.geograph.org.uk/geophotos/02/49/70/2497082_c0626dfd.jpg,1,1,yes
2510294,http://s0.geograph.org.uk/geophotos/02/51/02/2510294_21cf0c8e.jpg,-1,-1,no
2514908,http://s0.geograph.org.uk/geophotos/02/51/49/2514908_79d17a4b.jpg,1,1,yes
2514953,http://s0.geograph.org.uk/geophotos/02/51/49/2514953_471e02b8.jpg,1,1,yes
2518349,http://s0.geograph.org.uk/geophotos/02/51/83/2518349_56779057.jpg,0.8,1,yes
2524543,http://s0.geograph.org.uk/geophotos/02/52/45/2524543_8fb1cbcc.jpg,1,1,yes
2534996,http://s0.geograph.org.uk/geophotos/02/53/49/2534996_38844748.jpg,0.2,0,maybe
2541721,http://s0.geograph.org.uk/geophotos/02/54/17/2541721_ce0b97eb.jpg,1,1,yes
2546585,http://s0.geograph.org.uk/geophotos/02/54/65/2546585_d3cbce55.jpg,1,1,yes
2549699,http://s0.geograph.org.uk/geophotos/02/54/96/2549699_3303fd24.jpg,0.6,1,yes
2550274,http://s0.geograph.org.uk/geophotos/02/55/02/2550274_d8af0607.jpg,0.6,1,yes
2553080,http://s0.geograph.org.uk/geophotos/02/55/30/2553080_03b1f099.jpg,0.2,0,maybe
2553464,http://s0.geograph.org.uk/geophotos/02/55/34/2553464_95d16479.jpg,1,1,yes
2555035,http://s0.geograph.org.uk/geophotos/02/55/50/2555035_3423a965.jpg,1,1,yes
2568599,http://s0.geograph.org.uk/geophotos/02/56/85/2568599_27bc806d.jpg,1,1,yes
2570592,http://s0.geograph.org.uk/geophotos/02/57/05/2570592_c918ec3d.jpg,1,1,yes
2579841,http://s0.geograph.org.uk/geophotos/02/57/98/2579841_25d3b496.jpg,1,1,yes
2580012,http://s0.geograph.org.uk/geophotos/02/58/00/2580012_26439f5c.jpg,1,1,yes
2583880,http://s0.geograph.org.uk/geophotos/02/58/38/2583880_eb6b966f.jpg,1,1,yes
2584059,http://s0.geograph.org.uk/geophotos/02/58/40/2584059_a4bb1542.jpg,1,1,yes
2590854,http://s0.geograph.org.uk/geophotos/02/59/08/2590854_b0f59a98.jpg,1,1,yes
2593704,http://s0.geograph.org.uk/geophotos/02/59/37/2593704_ad1022af.jpg,1,1,yes
2593723,http://s0.geograph.org.uk/geophotos/02/59/37/2593723_79e895b5.jpg,1,1,yes
2593731,http://s0.geograph.org.uk/geophotos/02/59/37/2593731_af10d8c9.jpg,1,1,yes
2594458,http://s0.geograph.org.uk/geophotos/02/59/44/2594458_3e674e6c.jpg,1,1,yes
2601435,http://s0.geograph.org.uk/geophotos/02/60/14/2601435_406ab773.jpg,1,1,yes
2601470,http://s0.geograph.org.uk/geophotos/02/60/14/2601470_46315f6e.jpg,1,1,yes
2601471,http://s0.geograph.org.uk/geophotos/02/60/14/2601471_fa5683d1.jpg,1,1,yes
2605579,http://s0.geograph.org.uk/geophotos/02/60/55/2605579_57ea9252.jpg,1,1,yes
2605895,http://s0.geograph.org.uk/geophotos/02/60/58/2605895_f6831053.jpg,1,1,yes
2610160,http://s0.geograph.org.uk/geophotos/02/61/01/2610160_6f626c79.jpg,1,1,yes
2618062,http://s0.geograph.org.uk/geophotos/02/61/80/2618062_01952496.jpg,1,1,yes
2618688,http://s0.geograph.org.uk/geophotos/02/61/86/2618688_86addc18.jpg,1,1,yes
2620853,http://s0.geograph.org.uk/geophotos/02/62/08/2620853_04205583.jpg,1,1,yes
2623777,http://s0.geograph.org.uk/geophotos/02/62/37/2623777_dc52ffad.jpg,1,1,yes
2631184,http://s0.geograph.org.uk/geophotos/02/63/11/2631184_f785a8f1.jpg,0.2,0,maybe
2631201,http://s0.geograph.org.uk/geophotos/02/63/12/2631201_a92cfd9f.jpg,0.8,1,yes
2637009,http://s0.geograph.org.uk/geophotos/02/63/70/2637009_a01c25e2.jpg,1,1,yes
2637749,http://s0.geograph.org.uk/geophotos/02/63/77/2637749_379c22e2.jpg,0,0,maybe
2639777,http://s0.geograph.org.uk/geophotos/02/63/97/2639777_c60d6833.jpg,-0.6,-1,no
2640772,http://s0.geograph.org.uk/geophotos/02/64/07/2640772_5972743a.jpg,1,1,yes
2644217,http://s0.geograph.org.uk/geophotos/02/64/42/2644217_bcb7333c.jpg,1,1,yes
2644757,http://s0.geograph.org.uk/geophotos/02/64/47/2644757_244bad08.jpg,1,1,yes
2645526,http://s0.geograph.org.uk/geophotos/02/64/55/2645526_40c0d6c8.jpg,1,1,yes
2646923,http://s0.geograph.org.uk/geophotos/02/64/69/2646923_c11508d2.jpg,1,1,yes
2647647,http://s0.geograph.org.uk/geophotos/02/64/76/2647647_be886f9f.jpg,0.2,0,maybe
2650390,http://s0.geograph.org.uk/geophotos/02/65/03/2650390_065b144c.jpg,0.2,0,maybe
2656352,http://s0.geograph.org.uk/geophotos/02/65/63/2656352_6c721200.jpg,1,1,yes
2666674,http://s0.geograph.org.uk/geophotos/02/66/66/2666674_175f209b.jpg,1,1,yes
2668348,http://s0.geograph.org.uk/geophotos/02/66/83/2668348_ec63e63a.jpg,0.2,0,maybe
2668826,http://s0.geograph.org.uk/geophotos/02/66/88/2668826_c7be14b6.jpg,0.2,0,maybe
2669511,http://s0.geograph.org.uk/geophotos/02/66/95/2669511_5a6a452e.jpg,-0.6,-1,no
2671566,http://s0.geograph.org.uk/geophotos/02/67/15/2671566_6ae641ef.jpg,1,1,yes
2672139,http://s0.geograph.org.uk/geophotos/02/67/21/2672139_3a68424c.jpg,1,1,yes
2677770,http://s0.geograph.org.uk/geophotos/02/67/77/2677770_707f3e5b.jpg,1,1,yes
2679898,http://s0.geograph.org.uk/geophotos/02/67/98/2679898_50029593.jpg,1,1,yes
2681170,http://s0.geograph.org.uk/geophotos/02/68/11/2681170_cef3fb31.jpg,1,1,yes
2682248,http://s0.geograph.org.uk/geophotos/02/68/22/2682248_ef38a9ac.jpg,-1,-1,no
2694717,http://s0.geograph.org.uk/geophotos/02/69/47/2694717_129b2438.jpg,0.8,1,yes
2694983,http://s0.geograph.org.uk/geophotos/02/69/49/2694983_7294089a.jpg,1,1,yes
2697183,http://s0.geograph.org.uk/geophotos/02/69/71/2697183_5e1e65be.jpg,0.8,1,yes
2714667,http://s0.geograph.org.uk/geophotos/02/71/46/2714667_f1b46129.jpg,0.2,0,maybe
2716088,http://s0.geograph.org.uk/geophotos/02/71/60/2716088_9ed24421.jpg,0.2,0,maybe
2717853,http://s0.geograph.org.uk/geophotos/02/71/78/2717853_60f04466.jpg,0.2,0,maybe
2719119,http://s0.geograph.org.uk/geophotos/02/71/91/2719119_38ce6e85.jpg,-0.6,-1,no
2721037,http://s0.geograph.org.uk/geophotos/02/72/10/2721037_5053815a.jpg,0,0,maybe
2732159,http://s0.geograph.org.uk/geophotos/02/73/21/2732159_e0bc4f65.jpg,1,1,yes
2736138,http://s0.geograph.org.uk/geophotos/02/73/61/2736138_844228f7.jpg,1,1,yes
2736139,http://s0.geograph.org.uk/geophotos/02/73/61/2736139_5f7615ae.jpg,0.6,1,yes
2736140,http://s0.geograph.org.uk/geophotos/02/73/61/2736140_45cbef1b.jpg,0.6,1,yes
2736663,http://s0.geograph.org.uk/geophotos/02/73/66/2736663_e0988991.jpg,1,1,yes
2737094,http://s0.geograph.org.uk/geophotos/02/73/70/2737094_b36f3253.jpg,1,1,yes
2740043,http://s0.geograph.org.uk/geophotos/02/74/00/2740043_5b5f7fad.jpg,1,1,yes
2740563,http://s0.geograph.org.uk/geophotos/02/74/05/2740563_53c98d61.jpg,0.2,0,maybe
2748438,http://s0.geograph.org.uk/geophotos/02/74/84/2748438_602a2729.jpg,-0.2,0,maybe
2751161,http://s0.geograph.org.uk/geophotos/02/75/11/2751161_2d99b3b1.jpg,0.6,1,yes
2752780,http://s0.geograph.org.uk/geophotos/02/75/27/2752780_64ed07be.jpg,1,1,yes
2752927,http://s0.geograph.org.uk/geophotos/02/75/29/2752927_1abe95c6.jpg,0.6,1,yes
2757919,http://s0.geograph.org.uk/geophotos/02/75/79/2757919_fa5d59a5.jpg,1,1,yes
2767533,http://s0.geograph.org.uk/geophotos/02/76/75/2767533_051e763d.jpg,1,1,yes
2774590,http://s0.geograph.org.uk/geophotos/02/77/45/2774590_b827dd64.jpg,-1,-1,no
2775215,http://s0.geograph.org.uk/geophotos/02/77/52/2775215_951d11f9.jpg,1,1,yes
2781193,http://s0.geograph.org.uk/geophotos/02/78/11/2781193_71331ee7.jpg,1,1,yes
2790481,http://s0.geograph.org.uk/geophotos/02/79/04/2790481_76508f9e.jpg,1,1,yes
2797643,http://s0.geograph.org.uk/geophotos/02/79/76/2797643_06e4528a.jpg,0,0,maybe
2799634,http://s0.geograph.org.uk/geophotos/02/79/96/2799634_7608b872.jpg,0.6,1,yes
2802757,http://s0.geograph.org.uk/geophotos/02/80/27/2802757_c7fd9acf.jpg,-0.2,0,maybe
2805133,http://s0.geograph.org.uk/geophotos/02/80/51/2805133_c98fdc7e.jpg,-0.8,-1,no
2807391,http://s0.geograph.org.uk/geophotos/02/80/73/2807391_6f365057.jpg,-1,-1,no
2811403,http://s0.geograph.org.uk/geophotos/02/81/14/2811403_9dba6b87.jpg,0.2,0,maybe
2813122,http://s0.geograph.org.uk/geophotos/02/81/31/2813122_aaa7318a.jpg,1,1,yes
2813304,http://s0.geograph.org.uk/geophotos/02/81/33/2813304_489e8177.jpg,1,1,yes
2818809,http://s0.geograph.org.uk/geophotos/02/81/88/2818809_441d5feb.jpg,1,1,yes
2821712,http://s0.geograph.org.uk/geophotos/02/82/17/2821712_95cb711a.jpg,1,1,yes
2823192,http://s0.geograph.org.uk/geophotos/02/82/31/2823192_8aff7f99.jpg,-0.6,-1,no
2828486,http://s0.geograph.org.uk/geophotos/02/82/84/2828486_6c67d169.jpg,1,1,yes
2843439,http://s0.geograph.org.uk/geophotos/02/84/34/2843439_5b4f3778.jpg,0.2,0,maybe
2853937,http://s0.geograph.org.uk/geophotos/02/85/39/2853937_2472bb7e.jpg,1,1,yes
2856450,http://s0.geograph.org.uk/geophotos/02/85/64/2856450_93a0eb5a.jpg,1,1,yes
2858121,http://s0.geograph.org.uk/geophotos/02/85/81/2858121_3ae68d12.jpg,1,1,yes
2860717,http://s0.geograph.org.uk/geophotos/02/86/07/2860717_aed7425e.jpg,1,1,yes
2865201,http://s0.geograph.org.uk/geophotos/02/86/52/2865201_a6f81efc.jpg,0.6,1,yes
2867701,http://s0.geograph.org.uk/geophotos/02/86/77/2867701_8c32e207.jpg,1,1,yes
2867716,http://s0.geograph.org.uk/geophotos/02/86/77/2867716_0fe24d04.jpg,1,1,yes
2868931,http://s0.geograph.org.uk/geophotos/02/86/89/2868931_6064c2fe.jpg,1,1,yes
2872451,http://s0.geograph.org.uk/geophotos/02/87/24/2872451_35dc1afa.jpg,1,1,yes
2897559,http://s0.geograph.org.uk/geophotos/02/89/75/2897559_9c112642.jpg,1,1,yes
2897822,http://s0.geograph.org.uk/geophotos/02/89/78/2897822_15cb358a.jpg,1,1,yes
2899070,http://s0.geograph.org.uk/geophotos/02/89/90/2899070_49bce4ca.jpg,1,1,yes
2903212,http://s0.geograph.org.uk/geophotos/02/90/32/2903212_3d09e2fe.jpg,0.8,1,yes
2911314,http://s0.geograph.org.uk/geophotos/02/91/13/2911314_02ff3435.jpg,0.2,0,maybe
2922648,http://s0.geograph.org.uk/geophotos/02/92/26/2922648_28957178.jpg,1,1,yes
2923618,http://s0.geograph.org.uk/geophotos/02/92/36/2923618_435bc988.jpg,1,1,yes
2926430,http://s0.geograph.org.uk/geophotos/02/92/64/2926430_038dff52.jpg,1,1,yes
2928424,http://s0.geograph.org.uk/geophotos/02/92/84/2928424_0d4df19a.jpg,-0.2,0,maybe
2928455,http://s0.geograph.org.uk/geophotos/02/92/84/2928455_84e20cf9.jpg,0.6,1,yes
2930735,http://s0.geograph.org.uk/geophotos/02/93/07/2930735_4f7030e9.jpg,0.2,0,maybe
2934464,http://s0.geograph.org.uk/geophotos/02/93/44/2934464_909805b8.jpg,-0.6,-1,no
2937329,http://s0.geograph.org.uk/geophotos/02/93/73/2937329_b475a5a3.jpg,1,1,yes
2940678,http://s0.geograph.org.uk/geophotos/02/94/06/2940678_64a311f9.jpg,0.8,1,yes
2942360,http://s0.geograph.org.uk/geophotos/02/94/23/2942360_f1418878.jpg,-1,-1,no
2946531,http://s0.geograph.org.uk/geophotos/02/94/65/2946531_6678ed3c.jpg,1,1,yes
2952261,http://s0.geograph.org.uk/geophotos/02/95/22/2952261_2cb4b468.jpg,0,0,maybe
2953309,http://s0.geograph.org.uk/geophotos/02/95/33/2953309_571a067c.jpg,1,1,yes
2953656,http://s0.geograph.org.uk/geophotos/02/95/36/2953656_11b73101.jpg,1,1,yes
2956319,http://s0.geograph.org.uk/geophotos/02/95/63/2956319_d867c641.jpg,1,1,yes
2958743,http://s0.geograph.org.uk/geophotos/02/95/87/2958743_f4fac695.jpg,0,0,maybe
2960920,http://s0.geograph.org.uk/geophotos/02/96/09/2960920_1538131e.jpg,0.8,1,yes
2965867,http://s0.geograph.org.uk/geophotos/02/96/58/2965867_6c7a0e7a.jpg,1,1,yes
2967749,http://s0.geograph.org.uk/geophotos/02/96/77/2967749_ac7cfc1d.jpg,1,1,yes
2973932,http://s0.geograph.org.uk/geophotos/02/97/39/2973932_c973da7b.jpg,0.2,0,maybe
2975433,http://s0.geograph.org.uk/geophotos/02/97/54/2975433_1d6c3c81.jpg,0.2,0,maybe
2977018,http://s0.geograph.org.uk/geophotos/02/97/70/2977018_67143f03.jpg,1,1,yes
2984212,http://s0.geograph.org.uk/geophotos/02/98/42/2984212_f30a27bf.jpg,1,1,yes
2994096,http://s0.geograph.org.uk/geophotos/02/99/40/2994096_aa7ad37e.jpg,-0.6,-1,no
2994843,http://s0.geograph.org.uk/geophotos/02/99/48/2994843_7cfd78cc.jpg,0.2,0,maybe
3004006,http://s0.geograph.org.uk/geophotos/03/00/40/3004006_2c8ab8bc.jpg,0.2,0,maybe
3028569,http://s0.geograph.org.uk/geophotos/03/02/85/3028569_871ce264.jpg,1,1,yes
3030115,http://s0.geograph.org.uk/geophotos/03/03/01/3030115_50f157ac.jpg,1,1,yes
3037387,http://s0.geograph.org.uk/geophotos/03/03/73/3037387_640c0298.jpg,1,1,yes
3038124,http://s0.geograph.org.uk/geophotos/03/03/81/3038124_557f410c.jpg,1,1,yes
3046310,http://s0.geograph.org.uk/geophotos/03/04/63/3046310_7ce95a69.jpg,0.8,1,yes
3057868,http://s0.geograph.org.uk/geophotos/03/05/78/3057868_81af7b46.jpg,1,1,yes
3058749,http://s0.geograph.org.uk/geophotos/03/05/87/3058749_5f0342a8.jpg,1,1,yes
3064606,http://s0.geograph.org.uk/geophotos/03/06/46/3064606_89f2c9dc.jpg,1,1,yes
3066370,http://s0.geograph.org.uk/geophotos/03/06/63/3066370_c3fa680a.jpg,-0.6,-1,no
3068727,http://s0.geograph.org.uk/geophotos/03/06/87/3068727_9b9c014c.jpg,1,1,yes
3070301,http://s0.geograph.org.uk/geophotos/03/07/03/3070301_d9b49383.jpg,-1,-1,no
3080337,http://s0.geograph.org.uk/geophotos/03/08/03/3080337_c01c62c4.jpg,-1,-1,no
3080842,http://s0.geograph.org.uk/geophotos/03/08/08/3080842_9955221e.jpg,1,1,yes
3083720,http://s0.geograph.org.uk/geophotos/03/08/37/3083720_d55aa569.jpg,0.8,1,yes
3083825,http://s0.geograph.org.uk/geophotos/03/08/38/3083825_06163750.jpg,1,1,yes
3086461,http://s0.geograph.org.uk/geophotos/03/08/64/3086461_9af838e7.jpg,0.4,1,yes
3087546,http://s0.geograph.org.uk/geophotos/03/08/75/3087546_a20af85a.jpg,-0.6,-1,no
3090754,http://s0.geograph.org.uk/geophotos/03/09/07/3090754_3f32ebc0.jpg,0.2,0,maybe
3103396,http://s0.geograph.org.uk/geophotos/03/10/33/3103396_dee6a097.jpg,0.8,1,yes
3111342,http://s0.geograph.org.uk/geophotos/03/11/13/3111342_04f3dc72.jpg,0.6,1,yes
3111707,http://s0.geograph.org.uk/geophotos/03/11/17/3111707_ad77ba96.jpg,0.6,1,yes
3112573,http://s0.geograph.org.uk/geophotos/03/11/25/3112573_721a4d29.jpg,1,1,yes
3114635,http://s0.geograph.org.uk/geophotos/03/11/46/3114635_128185fa.jpg,1,1,yes
3122997,http://s0.geograph.org.uk/geophotos/03/12/29/3122997_1c361051.jpg,1,1,yes
3123009,http://s0.geograph.org.uk/geophotos/03/12/30/3123009_775797d8.jpg,-0.2,0,maybe
3132994,http://s0.geograph.org.uk/geophotos/03/13/29/3132994_523f5144.jpg,1,1,yes
3137398,http://s0.geograph.org.uk/geophotos/03/13/73/3137398_12891b87.jpg,1,1,yes
3145119,http://s0.geograph.org.uk/geophotos/03/14/51/3145119_e4ed722b.jpg,0.6,1,yes
3154651,http://s0.geograph.org.uk/geophotos/03/15/46/3154651_6a054efa.jpg,0.8,1,yes
3158551,http://s0.geograph.org.uk/geophotos/03/15/85/3158551_0a0d6f0e.jpg,1,1,yes
3165093,http://s0.geograph.org.uk/geophotos/03/16/50/3165093_b4cd4806.jpg,0.6,1,yes
3175266,http://s0.geograph.org.uk/geophotos/03/17/52/3175266_02bf4aa7.jpg,0.8,1,yes
3181742,http://s0.geograph.org.uk/geophotos/03/18/17/3181742_a73a4cec.jpg,1,1,yes
3192443,http://s0.geograph.org.uk/geophotos/03/19/24/3192443_f55093a5.jpg,-0.6,-1,no
3209378,http://s0.geograph.org.uk/geophotos/03/20/93/3209378_39fc4d53.jpg,-1,-1,no
3209417,http://s0.geograph.org.uk/geophotos/03/20/94/3209417_df905e90.jpg,1,1,yes
3210793,http://s0.geograph.org.uk/geophotos/03/21/07/3210793_80bfa5df.jpg,1,1,yes
3233338,http://s0.geograph.org.uk/geophotos/03/23/33/3233338_566fa7aa.jpg,0.2,0,maybe
3234732,http://s0.geograph.org.uk/geophotos/03/23/47/3234732_b5b7413a.jpg,1,1,yes
3238791,http://s0.geograph.org.uk/geophotos/03/23/87/3238791_07070f20.jpg,1,1,yes
